x,y
-1.2453277111053467,1.1283178329467773
0.011269211769104004,3.4803309440612793
1.2768173217773438,5.893864631652832
2.52854061126709,8.21508502960205
3.7516274452209473,10.34345531463623
4.940495491027832,12.243128776550293
6.09549617767334,13.918008804321289
7.219155788421631,15.384084701538086
8.31402587890625,16.6544132232666
9.382022857666016,17.735055923461914
10.42463493347168,18.62645149230957
11.443408966064453,19.32649040222168
12.440393447875977,19.833372116088867
13.418354034423828,20.147554397583008
14.380727767944336,20.27264976501465
15.331352233886719,20.215551376342773
16.274049758911133,19.986059188842773
17.212148666381836,19.596349716186523
18.148038864135742,19.060529708862305
19.08279800415039,18.394338607788086
20.015920639038086,17.615013122558594
20.94519805908203,16.741201400756836
21.866743087768555,15.792840957641602
22.775182723999023,14.790894508361816
23.664031982421875,13.756836891174316
24.526159286499023,12.711967468261719
25.354394912719727,11.676532745361328
26.1420841217041,10.668828964233398
26.883596420288086,9.704429626464844
27.57470703125,8.795620918273926
28.2127628326416,7.951168060302734
28.79671287536621,7.176370620727539
29.32697105407715,6.4733991622924805
29.8051815032959,5.841796875
30.233936309814453,5.27905797958374
30.616477966308594,4.781224250793457
30.956449508666992,4.343408107757568
31.257658004760742,3.9602279663085938
31.523910522460938,3.626171112060547
31.758880615234375,3.3358192443847656
31.966041564941406,3.0840368270874023
32.14859390258789,2.8660635948181152
32.30945587158203,2.6775670051574707
32.451263427734375,2.514662265777588
32.57636260986328,2.3738999366760254
32.686832427978516,2.2522504329681396
32.784507751464844,2.1470627784729004
32.87099838256836,2.056037425994873
32.94771957397461,1.9771792888641357
33.01590347290039,1.9087719917297363
33.07661437988281,1.8493390083312988
33.13079071044922,1.7976081371307373
33.17924499511719,1.7524919509887695
33.222679138183594,1.713057518005371
33.26171875,1.6785078048706055
33.2968864440918,1.648158073425293
33.328651428222656,1.6214261054992676
33.357418060302734,1.5978093147277832
33.38353729248047,1.5768821239471436
33.40731430053711,1.5582783222198486
33.429019927978516,1.5416817665100098
33.44888687133789,1.5268254280090332
33.46712112426758,1.5134801864624023
33.48389434814453,1.5014448165893555
33.49937057495117,1.4905524253845215
33.5136833190918,1.4806571006774902
33.52696228027344,1.4716322422027588
33.53929901123047,1.4633688926696777
33.55080032348633,1.4557774066925049
33.56153869628906,1.4487745761871338
33.57159423828125,1.442291259765625
33.58102798461914,1.4362666606903076
33.58989334106445,1.430652141571045
33.59825134277344,1.4253997802734375
33.60614013671875,1.4204704761505127
33.61360168457031,1.4158310890197754
33.620670318603516,1.411452293395996
33.627376556396484,1.4073081016540527
33.63375473022461,1.4033746719360352
33.639827728271484,1.3996343612670898
33.6456184387207,1.3960676193237305
33.65114974975586,1.3926606178283691
33.65643310546875,1.3894014358520508
33.661495208740234,1.386275291442871
33.66633987426758,1.3832728862762451
33.67099380493164,1.380385160446167
33.67546463012695,1.3776044845581055
33.67975616455078,1.374922752380371
33.683895111083984,1.3723328113555908
33.6878776550293,1.3698303699493408
33.69171142578125,1.3674101829528809
33.695411682128906,1.3650646209716797
33.6989860534668,1.3627948760986328
33.70243453979492,1.3605918884277344
33.70576858520508,1.358454942703247
33.7089958190918,1.356379508972168
33.71211624145508,1.3543639183044434
33.71513748168945,1.352405071258545
33.71806335449219,1.3504996299743652
33.72089767456055,1.348646640777588
33.72364807128906,1.3468432426452637
33.72631072998047,1.345088005065918
33.72890090942383,1.3433785438537598
33.73141098022461,1.3417119979858398
33.73384475708008,1.3400914669036865
33.73621368408203,1.3385095596313477
33.7385139465332,1.3369698524475098
33.74074172973633,1.3354675769805908
33.742916107177734,1.33400297164917
33.74502944946289,1.3325748443603516
33.7470817565918,1.331181526184082
33.74907684326172,1.3298230171203613
33.75101852416992,1.328495979309082
33.75291061401367,1.3272032737731934
33.7547492980957,1.3259413242340088
33.756534576416016,1.3247084617614746
33.75828170776367,1.3235054016113281
33.75997543334961,1.322331190109253
33.76163101196289,1.3211853504180908
33.76323699951172,1.3200676441192627
33.76480484008789,1.3189752101898193
33.76633071899414,1.3179078102111816
33.767822265625,1.3168683052062988
33.76926803588867,1.3158507347106934
33.77068328857422,1.314857006072998
33.77206039428711,1.3138880729675293
33.773399353027344,1.312941312789917
33.77470779418945,1.3120160102844238
33.77598571777344,1.311112403869629
33.77722930908203,1.310230016708374
33.7784423828125,1.309368371963501
33.77962112426758,1.3085262775421143
33.78077697753906,1.3077037334442139
33.78190231323242,1.3069000244140625
33.78300094604492,1.3061158657073975
33.7840690612793,1.3053479194641113
33.78511047363281,1.3045992851257324
33.786128997802734,1.3038678169250488
33.78712463378906,1.3031518459320068
33.78809356689453,1.3024532794952393
33.78903579711914,1.3017699718475342
33.78996276855469,1.3011033535003662
33.790863037109375,1.3004515171051025
33.79174041748047,1.299813985824585
33.792598724365234,1.2991909980773926
33.79343795776367,1.2985832691192627
33.794254302978516,1.2979891300201416
33.795047760009766,1.2974083423614502
33.79582977294922,1.2968406677246094
33.79658889770508,1.2962853908538818
33.79732894897461,1.2957432270050049
33.79805374145508,1.2952136993408203
33.79875946044922,1.2946956157684326
33.7994499206543,1.294189214706421
33.80012130737305,1.293694257736206
33.80078125,1.2932114601135254
33.80142593383789,1.292738676071167
33.80205154418945,1.2922770977020264
33.80266189575195,1.2918250560760498
33.803260803222656,1.2913837432861328
33.8038444519043,1.290952444076538
33.804412841796875,1.2905309200286865
33.80497360229492,1.290118932723999
33.80551528930664,1.2897164821624756
33.80604553222656,1.2893221378326416
33.80656814575195,1.2889370918273926
33.807071685791016,1.288560390472412
33.80756759643555,1.2881927490234375
33.808048248291016,1.2878332138061523
33.80852127075195,1.2874815464019775
33.80897903442383,1.287137508392334
33.80942916870117,1.286801815032959
33.809871673583984,1.2864727973937988
33.810298919677734,1.2861518859863281
33.81071853637695,1.2858388423919678
33.81113052368164,1.2855312824249268
33.811527252197266,1.285231590270996
33.811920166015625,1.2849376201629639
33.81230545043945,1.2846508026123047
33.81267547607422,1.2843706607818604
33.81304168701172,1.2840967178344727
33.81339645385742,1.2838284969329834
33.81374740600586,1.2835662364959717
33.8140869140625,1.2833099365234375
33.81441879272461,1.2830588817596436
33.81474304199219,1.2828140258789062
33.815059661865234,1.2825744152069092
33.815372467041016,1.2823400497436523
33.815673828125,1.2821111679077148
33.81596755981445,1.2818858623504639
33.81625747680664,1.281667709350586
33.81654357910156,1.2814526557922363
33.81681442260742,1.2812435626983643
33.81708908081055,1.2810389995574951
33.81734848022461,1.2808380126953125
33.81760787963867,1.2806425094604492
33.8178596496582,1.2804503440856934
33.81810760498047,1.2802634239196777
33.8183479309082,1.280080795288086
33.81858444213867,1.2799010276794434
